dateP;dateQ;P_mm;Q_ls;year
2020-06-20 17:54:00;2020-06-20 17:54:00;0.0;38.1413308729399;2020
2020-06-20 17:59:00;2020-06-20 17:59:00;0.0;;2020
2020-06-20 18:04:00;2020-06-20 18:04:00;0.0;38.1413308729399;2020
2020-06-20 18:09:00;2020-06-20 18:09:00;0.0;;2020
2020-06-20 18:14:00;2020-06-20 18:14:00;0.0;;2020
2020-06-20 18:19:00;2020-06-20 18:19:00;0.0;;2020
2020-06-20 18:24:00;2020-06-20 18:24:00;0.0;;2020
2020-06-20 18:29:00;2020-06-20 18:29:00;0.0;;2020
2020-06-20 18:34:00;2020-06-20 18:34:00;0.0;;2020
2020-06-20 18:39:00;2020-06-20 18:39:00;0.0;;2020
2020-06-20 18:44:00;2020-06-20 18:44:00;0.0;;2020
2020-06-20 18:49:00;2020-06-20 18:49:00;0.0;;2020
2020-06-20 18:54:00;2020-06-20 18:54:00;0.0;;2020
2020-06-20 18:59:00;2020-06-20 18:59:00;0.0;37.501790454253;2020
2020-06-20 19:04:00;2020-06-20 19:04:00;0.0;37.820690911216;2020
2020-06-20 19:09:00;2020-06-20 19:09:00;0.0;;2020
2020-06-20 19:14:00;2020-06-20 19:14:00;0.0;;2020
2020-06-20 19:19:00;2020-06-20 19:19:00;0.0;;2020
2020-06-20 19:24:00;2020-06-20 19:24:00;0.0;;2020
2020-06-20 19:29:00;2020-06-20 19:29:00;0.0;;2020
2020-06-20 19:34:00;2020-06-20 19:34:00;0.0;;2020
2020-06-20 19:39:00;2020-06-20 19:39:00;0.0;;2020
2020-06-20 19:44:00;2020-06-20 19:44:00;0.0;38.4637106060913;2020
2020-06-20 19:49:00;2020-06-20 19:49:00;0.0;37.820690911216;2020
2020-06-20 19:54:00;2020-06-20 19:54:00;0.0;38.7878303773371;2020
2020-06-20 19:59:00;2020-06-20 19:59:00;0.0;;2020
2020-06-20 20:04:00;2020-06-20 20:04:00;0.0;38.4637106060913;2020
2020-06-20 20:09:00;2020-06-20 20:09:00;0.0;37.820690911216;2020
2020-06-20 20:14:00;2020-06-20 20:14:00;0.0;;2020
2020-06-20 20:19:00;2020-06-20 20:19:00;0.0;;2020
2020-06-20 20:24:00;2020-06-20 20:24:00;0.0;;2020
2020-06-20 20:29:00;2020-06-20 20:29:00;0.0;;2020
2020-06-20 20:34:00;2020-06-20 20:34:00;0.0;38.7878303773371;2020
2020-06-20 20:39:00;2020-06-20 20:39:00;0.0;37.820690911216;2020
2020-06-20 20:44:00;2020-06-20 20:44:00;0.0;;2020
2020-06-20 20:49:00;2020-06-20 20:49:00;0.0;38.4637106060913;2020
2020-06-20 20:54:00;2020-06-20 20:54:00;0.0;;2020
2020-06-20 20:59:00;2020-06-20 20:59:00;0.0;37.820690911216;2020
2020-06-20 21:04:00;2020-06-20 21:04:00;0.0;38.1413308729399;2020
2020-06-20 21:09:00;2020-06-20 21:09:00;0.0;;2020
2020-06-20 21:14:00;2020-06-20 21:14:00;0.0;37.501790454253;2020
2020-06-20 21:19:00;2020-06-20 21:19:00;0.0;;2020
2020-06-20 21:24:00;2020-06-20 21:24:00;0.0;38.4637106060913;2020
2020-06-20 21:29:00;2020-06-20 21:29:00;0.0;37.820690911216;2020
2020-06-20 21:34:00;2020-06-20 21:34:00;0.0;;2020
2020-06-20 21:39:00;2020-06-20 21:39:00;0.0;38.4637106060913;2020
2020-06-20 21:44:00;2020-06-20 21:44:00;0.0;;2020
2020-06-20 21:49:00;2020-06-20 21:49:00;0.0;;2020
2020-06-20 21:54:00;2020-06-20 21:54:00;0.0;;2020
2020-06-20 21:59:00;2020-06-20 21:59:00;0.0;;2020
2020-06-20 22:04:00;2020-06-20 22:04:00;0.0;38.1413308729399;2020
2020-06-20 22:09:00;2020-06-20 22:09:00;0.0;;2020
2020-06-20 22:14:00;2020-06-20 22:14:00;0.0;;2020
2020-06-20 22:19:00;2020-06-20 22:19:00;0.0;;2020
2020-06-20 22:24:00;2020-06-20 22:24:00;0.0;;2020
2020-06-20 22:29:00;2020-06-20 22:29:00;0.0;;2020
2020-06-20 22:34:00;2020-06-20 22:34:00;0.0;;2020
2020-06-20 22:39:00;2020-06-20 22:39:00;0.0;;2020
2020-06-20 22:44:00;2020-06-20 22:44:00;0.0;;2020
2020-06-20 22:49:00;2020-06-20 22:49:00;0.0;;2020
2020-06-20 22:54:00;2020-06-20 22:54:00;0.0;;2020
2020-06-20 22:59:00;2020-06-20 22:59:00;0.0;;2020
2020-06-20 23:04:00;2020-06-20 23:04:00;0.0;37.820690911216;2020
2020-06-20 23:09:00;2020-06-20 23:09:00;0.0;;2020
2020-06-20 23:14:00;2020-06-20 23:14:00;0.0;;2020
2020-06-20 23:19:00;2020-06-20 23:19:00;0.0;;2020
2020-06-20 23:24:00;2020-06-20 23:24:00;0.0;;2020
2020-06-20 23:29:00;2020-06-20 23:29:00;0.0;;2020
2020-06-20 23:34:00;2020-06-20 23:34:00;0.0;;2020
2020-06-20 23:39:00;2020-06-20 23:39:00;0.0;;2020
2020-06-20 23:44:00;2020-06-20 23:44:00;0.0;38.4637106060913;2020
2020-06-20 23:49:00;2020-06-20 23:49:00;0.0;;2020
2020-06-20 23:54:00;2020-06-20 23:54:00;0.0;37.820690911216;2020
2020-06-20 23:59:00;2020-06-20 23:59:00;0.0;;2020
2020-06-21 00:04:00;2020-06-21 00:04:00;0.0;37.820690911216;2020
2020-06-21 00:09:00;2020-06-21 00:09:00;0.0;;2020
2020-06-21 00:14:00;2020-06-21 00:14:00;0.0;38.4637106060913;2020
2020-06-21 00:19:00;2020-06-21 00:19:00;0.0;37.820690911216;2020
2020-06-21 00:24:00;2020-06-21 00:24:00;0.0;;2020
2020-06-21 00:29:00;2020-06-21 00:29:00;0.0;;2020
2020-06-21 00:34:00;2020-06-21 00:34:00;0.0;;2020
2020-06-21 00:39:00;2020-06-21 00:39:00;0.0;;2020
2020-06-21 00:44:00;2020-06-21 00:44:00;0.0;;2020
2020-06-21 00:49:00;2020-06-21 00:49:00;0.0;;2020
2020-06-21 00:54:00;2020-06-21 00:54:00;0.0;;2020
2020-06-21 00:59:00;2020-06-21 00:59:00;0.0;;2020
2020-06-21 01:04:00;2020-06-21 01:04:00;0.0;37.820690911216;2020
2020-06-21 01:09:00;2020-06-21 01:09:00;0.0;;2020
2020-06-21 01:14:00;2020-06-21 01:14:00;0.0;;2020
2020-06-21 01:19:00;2020-06-21 01:19:00;0.0;;2020
2020-06-21 01:24:00;2020-06-21 01:24:00;0.0;;2020
2020-06-21 01:29:00;2020-06-21 01:29:00;0.0;;2020
2020-06-21 01:34:00;2020-06-21 01:34:00;0.0;;2020
2020-06-21 01:39:00;2020-06-21 01:39:00;0.0;;2020
2020-06-21 01:44:00;2020-06-21 01:44:00;0.0;;2020
2020-06-21 01:49:00;2020-06-21 01:49:00;0.0;;2020
2020-06-21 01:54:00;2020-06-21 01:54:00;0.0;;2020
2020-06-21 01:59:00;2020-06-21 01:59:00;0.0;;2020
2020-06-21 02:04:00;2020-06-21 02:04:00;0.0;37.820690911216;2020
2020-06-21 02:09:00;2020-06-21 02:09:00;0.0;;2020
2020-06-21 02:14:00;2020-06-21 02:14:00;0.0;;2020
2020-06-21 02:19:00;2020-06-21 02:19:00;0.0;;2020
2020-06-21 02:24:00;2020-06-21 02:24:00;0.0;;2020
2020-06-21 02:29:00;2020-06-21 02:29:00;0.0;;2020
2020-06-21 02:34:00;2020-06-21 02:34:00;0.0;;2020
2020-06-21 02:39:00;2020-06-21 02:39:00;0.0;;2020
2020-06-21 02:44:00;2020-06-21 02:44:00;0.0;;2020
2020-06-21 02:49:00;2020-06-21 02:49:00;0.0;;2020
2020-06-21 02:54:00;2020-06-21 02:54:00;0.0;;2020
2020-06-21 02:59:00;2020-06-21 02:59:00;0.0;;2020
2020-06-21 03:04:00;2020-06-21 03:04:00;0.0;37.501790454253;2020
2020-06-21 03:09:00;2020-06-21 03:09:00;0.0;;2020
2020-06-21 03:14:00;2020-06-21 03:14:00;0.0;;2020
2020-06-21 03:19:00;2020-06-21 03:19:00;0.0;;2020
2020-06-21 03:24:00;2020-06-21 03:24:00;0.0;;2020
2020-06-21 03:29:00;2020-06-21 03:29:00;0.0;;2020
2020-06-21 03:34:00;2020-06-21 03:34:00;0.0;;2020
2020-06-21 03:39:00;2020-06-21 03:39:00;0.0;;2020
2020-06-21 03:44:00;2020-06-21 03:44:00;0.0;;2020
2020-06-21 03:49:00;2020-06-21 03:49:00;0.0;;2020
2020-06-21 03:54:00;2020-06-21 03:54:00;0.0;;2020
2020-06-21 03:59:00;2020-06-21 03:59:00;0.0;;2020
2020-06-21 04:04:00;2020-06-21 04:04:00;0.0;37.820690911216;2020
2020-06-21 04:09:00;2020-06-21 04:09:00;0.0;;2020
2020-06-21 04:14:00;2020-06-21 04:14:00;0.0;;2020
2020-06-21 04:19:00;2020-06-21 04:19:00;0.0;37.1846292353843;2020
2020-06-21 04:24:00;2020-06-21 04:24:00;0.0;;2020
2020-06-21 04:29:00;2020-06-21 04:29:00;0.0;;2020
2020-06-21 04:34:00;2020-06-21 04:34:00;0.0;37.820690911216;2020
2020-06-21 04:39:00;2020-06-21 04:39:00;0.0;37.1846292353843;2020
2020-06-21 04:44:00;2020-06-21 04:44:00;0.0;;2020
2020-06-21 04:49:00;2020-06-21 04:49:00;0.0;;2020
2020-06-21 04:54:00;2020-06-21 04:54:00;0.0;;2020
2020-06-21 04:59:00;2020-06-21 04:59:00;0.0;;2020
2020-06-21 05:04:00;2020-06-21 05:04:00;0.0;37.501790454253;2020
2020-06-21 05:09:00;2020-06-21 05:09:00;0.0;36.8692069879432;2020
2020-06-21 05:14:00;2020-06-21 05:14:00;0.0;37.501790454253;2020
2020-06-21 05:19:00;2020-06-21 05:19:00;0.0;36.8692069879432;2020
2020-06-21 05:24:00;2020-06-21 05:24:00;0.0;;2020
2020-06-21 05:29:00;2020-06-21 05:29:00;0.0;;2020
2020-06-21 05:34:00;2020-06-21 05:34:00;0.0;;2020
2020-06-21 05:39:00;2020-06-21 05:39:00;0.0;;2020
2020-06-21 05:44:00;2020-06-21 05:44:00;0.0;;2020
2020-06-21 05:49:00;2020-06-21 05:49:00;0.0;;2020
2020-06-21 05:54:00;2020-06-21 05:54:00;0.0;37.501790454253;2020
2020-06-21 05:59:00;2020-06-21 05:59:00;0.0;36.2435783406771;2020
2020-06-21 06:04:00;2020-06-21 06:04:00;0.0;37.501790454253;2020
2020-06-21 06:09:00;2020-06-21 06:09:00;0.0;36.555523445263;2020
2020-06-21 06:14:00;2020-06-21 06:14:00;0.0;37.1846292353843;2020
2020-06-21 06:19:00;2020-06-21 06:19:00;0.0;;2020
2020-06-21 06:24:00;2020-06-21 06:24:00;0.0;;2020
2020-06-21 06:29:00;2020-06-21 06:29:00;0.0;;2020
2020-06-21 06:34:00;2020-06-21 06:34:00;0.0;;2020
2020-06-21 06:39:00;2020-06-21 06:39:00;0.0;;2020
2020-06-21 06:44:00;2020-06-21 06:44:00;0.0;;2020
2020-06-21 06:49:00;2020-06-21 06:49:00;0.0;;2020
2020-06-21 06:54:00;2020-06-21 06:54:00;0.0;36.2435783406771;2020
2020-06-21 06:59:00;2020-06-21 06:59:00;0.0;;2020
2020-06-21 07:04:00;2020-06-21 07:04:00;0.0;36.8692069879432;2020
2020-06-21 07:09:00;2020-06-21 07:09:00;0.0;37.501790454253;2020
2020-06-21 07:14:00;2020-06-21 07:14:00;0.0;36.555523445263;2020
2020-06-21 07:19:00;2020-06-21 07:19:00;0.0;;2020
2020-06-21 07:24:00;2020-06-21 07:24:00;0.0;;2020
2020-06-21 07:29:00;2020-06-21 07:29:00;0.0;;2020
2020-06-21 07:34:00;2020-06-21 07:34:00;0.0;;2020
2020-06-21 07:39:00;2020-06-21 07:39:00;0.0;;2020
2020-06-21 07:44:00;2020-06-21 07:44:00;0.0;;2020
2020-06-21 07:49:00;2020-06-21 07:49:00;0.0;;2020
2020-06-21 07:54:00;2020-06-21 07:54:00;0.0;;2020
2020-06-21 07:59:00;2020-06-21 07:59:00;0.0;;2020
2020-06-21 08:04:00;2020-06-21 08:04:00;0.0;36.555523445263;2020
2020-06-21 08:09:00;2020-06-21 08:09:00;0.0;;2020
2020-06-21 08:14:00;2020-06-21 08:14:00;0.0;;2020
2020-06-21 08:19:00;2020-06-21 08:19:00;0.0;;2020
2020-06-21 08:24:00;2020-06-21 08:24:00;0.0;;2020
2020-06-21 08:29:00;2020-06-21 08:29:00;0.0;;2020
2020-06-21 08:34:00;2020-06-21 08:34:00;0.0;;2020
2020-06-21 08:39:00;2020-06-21 08:39:00;0.0;;2020
2020-06-21 08:44:00;2020-06-21 08:44:00;0.0;;2020
2020-06-21 08:49:00;2020-06-21 08:49:00;0.0;35.9333714075187;2020
2020-06-21 08:54:00;2020-06-21 08:54:00;0.0;;2020
2020-06-21 08:59:00;2020-06-21 08:59:00;0.0;;2020
2020-06-21 09:04:00;2020-06-21 09:04:00;0.0;36.2435783406771;2020
2020-06-21 09:09:00;2020-06-21 09:09:00;0.0;;2020
2020-06-21 09:14:00;2020-06-21 09:14:00;0.0;;2020
2020-06-21 09:19:00;2020-06-21 09:19:00;0.0;36.8692069879432;2020
2020-06-21 09:24:00;2020-06-21 09:24:00;0.0;35.3181709888183;2020
2020-06-21 09:29:00;2020-06-21 09:29:00;0.0;36.2435783406771;2020
2020-06-21 09:34:00;2020-06-21 09:34:00;0.0;;2020
2020-06-21 09:39:00;2020-06-21 09:39:00;0.0;35.6249023791214;2020
2020-06-21 09:44:00;2020-06-21 09:44:00;0.0;;2020
2020-06-21 09:49:00;2020-06-21 09:49:00;0.0;;2020
2020-06-21 09:54:00;2020-06-21 09:54:00;0.0;;2020
2020-06-21 09:59:00;2020-06-21 09:59:00;0.0;;2020
2020-06-21 10:04:00;2020-06-21 10:04:00;0.0;35.9333714075187;2020
2020-06-21 10:09:00;2020-06-21 10:09:00;0.0;;2020
2020-06-21 10:14:00;2020-06-21 10:14:00;0.0;;2020
2020-06-21 10:19:00;2020-06-21 10:19:00;0.0;;2020
2020-06-21 10:24:00;2020-06-21 10:24:00;0.0;35.0131769699428;2020
2020-06-21 10:29:00;2020-06-21 10:29:00;0.0;35.9333714075187;2020
2020-06-21 10:34:00;2020-06-21 10:34:00;0.0;36.8692069879432;2020
2020-06-21 10:39:00;2020-06-21 10:39:00;0.0;35.3181709888183;2020
2020-06-21 10:44:00;2020-06-21 10:44:00;0.0;;2020
2020-06-21 10:49:00;2020-06-21 10:49:00;0.0;;2020
2020-06-21 10:54:00;2020-06-21 10:54:00;0.0;;2020
2020-06-21 10:59:00;2020-06-21 10:59:00;0.0;;2020
2020-06-21 11:04:00;2020-06-21 11:04:00;0.0;35.3181709888183;2020
2020-06-21 11:09:00;2020-06-21 11:09:00;0.0;;2020
2020-06-21 11:14:00;2020-06-21 11:14:00;0.0;;2020
2020-06-21 11:19:00;2020-06-21 11:19:00;0.0;;2020
2020-06-21 11:24:00;2020-06-21 11:24:00;0.0;;2020
2020-06-21 11:29:00;2020-06-21 11:29:00;0.0;34.7099200558282;2020
2020-06-21 11:34:00;2020-06-21 11:34:00;0.0;;2020
2020-06-21 11:39:00;2020-06-21 11:39:00;0.0;;2020
2020-06-21 11:44:00;2020-06-21 11:44:00;0.0;;2020
2020-06-21 11:49:00;2020-06-21 11:49:00;0.0;;2020
2020-06-21 11:54:00;2020-06-21 11:54:00;0.0;;2020
2020-06-21 11:59:00;2020-06-21 11:59:00;0.0;;2020
2020-06-21 12:04:00;2020-06-21 12:04:00;0.0;34.7099200558282;2020
2020-06-21 12:09:00;2020-06-21 12:09:00;0.0;37.501790454253;2020
2020-06-21 12:14:00;2020-06-21 12:14:00;0.0;35.3181709888183;2020
2020-06-21 12:19:00;2020-06-21 12:19:00;0.0;33.2196827233365;2020
2020-06-21 12:24:00;2020-06-21 12:24:00;0.0;35.3181709888183;2020
2020-06-21 12:29:00;2020-06-21 12:29:00;0.0;34.408399979808;2020
2020-06-21 12:34:00;2020-06-21 12:34:00;0.0;35.3181709888183;2020
2020-06-21 12:39:00;2020-06-21 12:39:00;0.0;34.408399979808;2020
2020-06-21 12:44:00;2020-06-21 12:44:00;0.0;33.2196827233365;2020
2020-06-21 12:49:00;2020-06-21 12:49:00;0.0;33.8105692753837;2020
2020-06-21 12:54:00;2020-06-21 12:54:00;0.0;;2020
2020-06-21 12:59:00;2020-06-21 12:59:00;0.0;;2020
2020-06-21 13:04:00;2020-06-21 13:04:00;0.0;33.8105692753837;2020
2020-06-21 13:09:00;2020-06-21 13:09:00;0.0;;2020
2020-06-21 13:14:00;2020-06-21 13:14:00;0.0;33.2196827233365;2020
2020-06-21 13:19:00;2020-06-21 13:19:00;0.0;33.8105692753837;2020
2020-06-21 13:24:00;2020-06-21 13:24:00;0.0;;2020
2020-06-21 13:29:00;2020-06-21 13:29:00;0.0;;2020
2020-06-21 13:34:00;2020-06-21 13:34:00;0.0;;2020
2020-06-21 13:39:00;2020-06-21 13:39:00;0.0;;2020
2020-06-21 13:44:00;2020-06-21 13:44:00;0.0;;2020
2020-06-21 13:49:00;2020-06-21 13:49:00;0.0;33.2196827233365;2020
2020-06-21 13:54:00;2020-06-21 13:54:00;0.0;;2020
2020-06-21 13:59:00;2020-06-21 13:59:00;0.0;;2020
2020-06-21 14:04:00;2020-06-21 14:04:00;0.0;32.9268428377877;2020
2020-06-21 14:09:00;2020-06-21 14:09:00;0.0;33.8105692753837;2020
2020-06-21 14:14:00;2020-06-21 14:14:00;0.0;;2020
2020-06-21 14:19:00;2020-06-21 14:19:00;0.0;;2020
2020-06-21 14:24:00;2020-06-21 14:24:00;0.0;;2020
2020-06-21 14:29:00;2020-06-21 14:29:00;0.0;32.9268428377877;2020
2020-06-21 14:34:00;2020-06-21 14:34:00;0.0;;2020
2020-06-21 14:39:00;2020-06-21 14:39:00;0.0;34.408399979808;2020
2020-06-21 14:44:00;2020-06-21 14:44:00;0.0;32.9268428377877;2020
2020-06-21 14:49:00;2020-06-21 14:49:00;0.0;32.3463685143064;2020
2020-06-21 14:54:00;2020-06-21 14:54:00;0.0;32.9268428377877;2020
2020-06-21 14:59:00;2020-06-21 14:59:00;0.0;;2020
2020-06-21 15:04:00;2020-06-21 15:04:00;0.0;32.9268428377877;2020
2020-06-21 15:09:00;2020-06-21 15:09:00;0.0;;2020
2020-06-21 15:14:00;2020-06-21 15:14:00;0.0;;2020
2020-06-21 15:19:00;2020-06-21 15:19:00;0.0;32.3463685143064;2020
2020-06-21 15:24:00;2020-06-21 15:24:00;0.0;;2020
2020-06-21 15:29:00;2020-06-21 15:29:00;0.0;32.9268428377877;2020
2020-06-21 15:34:00;2020-06-21 15:34:00;0.0;;2020
2020-06-21 15:39:00;2020-06-21 15:39:00;0.0;32.3463685143064;2020
2020-06-21 15:44:00;2020-06-21 15:44:00;0.0;;2020
2020-06-21 15:49:00;2020-06-21 15:49:00;0.0;;2020
2020-06-21 15:54:00;2020-06-21 15:54:00;0.0;;2020
2020-06-21 15:59:00;2020-06-21 15:59:00;0.0;;2020
2020-06-21 16:04:00;2020-06-21 16:04:00;0.0;32.9268428377877;2020
2020-06-21 16:09:00;2020-06-21 16:09:00;0.0;;2020
2020-06-21 16:14:00;2020-06-21 16:14:00;0.0;;2020
2020-06-21 16:19:00;2020-06-21 16:19:00;0.0;32.0587335430405;2020
2020-06-21 16:24:00;2020-06-21 16:24:00;0.0;32.6357381903332;2020
2020-06-21 16:29:00;2020-06-21 16:29:00;0.0;32.0587335430405;2020
2020-06-21 16:34:00;2020-06-21 16:34:00;0.0;;2020
2020-06-21 16:39:00;2020-06-21 16:39:00;0.0;;2020
2020-06-21 16:44:00;2020-06-21 16:44:00;0.0;;2020
2020-06-21 16:49:00;2020-06-21 16:49:00;0.0;;2020
2020-06-21 16:54:00;2020-06-21 16:54:00;0.0;32.6357381903332;2020
2020-06-21 16:59:00;2020-06-21 16:59:00;0.0;;2020
2020-06-21 17:04:00;2020-06-21 17:04:00;0.0;31.7728330098689;2020
2020-06-21 17:09:00;2020-06-21 17:09:00;0.0;32.3463685143064;2020
2020-06-21 17:14:00;2020-06-21 17:14:00;0.0;31.7728330098689;2020
2020-06-21 17:19:00;2020-06-21 17:19:00;0.0;;2020
2020-06-21 17:24:00;2020-06-21 17:24:00;0.0;;2020
2020-06-21 17:29:00;2020-06-21 17:29:00;0.0;;2020
2020-06-21 17:34:00;2020-06-21 17:34:00;0.0;;2020
2020-06-21 17:39:00;2020-06-21 17:39:00;0.0;;2020
2020-06-21 17:44:00;2020-06-21 17:44:00;0.0;;2020
2020-06-21 17:49:00;2020-06-21 17:49:00;0.0;;2020
2020-06-21 17:54:00;2020-06-21 17:54:00;0.0;;2020
2020-06-21 17:59:00;2020-06-21 17:59:00;0.0;;2020
2020-06-21 18:04:00;2020-06-21 18:04:00;0.0;31.7728330098689;2020
2020-06-21 18:09:00;2020-06-21 18:09:00;0.0;;2020
2020-06-21 18:14:00;2020-06-21 18:14:00;0.0;;2020
2020-06-21 18:19:00;2020-06-21 18:19:00;0.0;;2020
2020-06-21 18:24:00;2020-06-21 18:24:00;0.0;32.3463685143064;2020
2020-06-21 18:29:00;2020-06-21 18:29:00;0.0;31.7728330098689;2020
2020-06-21 18:34:00;2020-06-21 18:34:00;0.0;;2020
2020-06-21 18:39:00;2020-06-21 18:39:00;0.0;;2020
2020-06-21 18:44:00;2020-06-21 18:44:00;0.0;;2020
2020-06-21 18:49:00;2020-06-21 18:49:00;0.0;;2020
2020-06-21 18:54:00;2020-06-21 18:54:00;0.0;;2020
2020-06-21 18:59:00;2020-06-21 18:59:00;0.0;;2020
2020-06-21 19:04:00;2020-06-21 19:04:00;0.0;32.0587335430405;2020
2020-06-21 19:09:00;2020-06-21 19:09:00;0.0;;2020
2020-06-21 19:14:00;2020-06-21 19:14:00;0.0;31.488666648125;2020
2020-06-21 19:19:00;2020-06-21 19:19:00;0.0;;2020
2020-06-21 19:24:00;2020-06-21 19:24:00;0.0;;2020
2020-06-21 19:29:00;2020-06-21 19:29:00;0.0;;2020
2020-06-21 19:34:00;2020-06-21 19:34:00;0.0;32.0587335430405;2020
2020-06-21 19:39:00;2020-06-21 19:39:00;0.0;;2020
2020-06-21 19:44:00;2020-06-21 19:44:00;0.0;;2020
2020-06-21 19:49:00;2020-06-21 19:49:00;0.0;;2020
2020-06-21 19:54:00;2020-06-21 19:54:00;0.0;;2020
2020-06-21 19:59:00;2020-06-21 19:59:00;0.0;;2020
2020-06-21 20:04:00;2020-06-21 20:04:00;0.0;31.7728330098689;2020
2020-06-21 20:09:00;2020-06-21 20:09:00;0.0;;2020
2020-06-21 20:14:00;2020-06-21 20:14:00;0.0;32.3463685143064;2020
2020-06-21 20:19:00;2020-06-21 20:19:00;0.0;;2020
2020-06-21 20:24:00;2020-06-21 20:24:00;0.0;31.7728330098689;2020
2020-06-21 20:29:00;2020-06-21 20:29:00;0.0;32.3463685143064;2020
2020-06-21 20:34:00;2020-06-21 20:34:00;0.0;;2020
2020-06-21 20:39:00;2020-06-21 20:39:00;0.0;;2020
2020-06-21 20:44:00;2020-06-21 20:44:00;0.0;31.7728330098689;2020
2020-06-21 20:49:00;2020-06-21 20:49:00;0.0;32.3463685143064;2020
